card_id;front;back;catalan;español;palabra;categoría_gramatical;categoría_de_uso;audio_file_name
cat_esp_1051;CAT: Viure en {{c1::democràcia}}.<br>ESP: Vivir en {{c2::democracia}}.;[sound:viure_en_democracia.mp3];Viure en democràcia.;Vivir en democracia.;democràcia;nom;Política/Societat;viure_en_democracia.mp3
cat_esp_1052;CAT: La {{c1::república}} francesa.<br>ESP: La {{c2::república}} francesa.;[sound:la_republica_francesa.mp3];La república francesa.;La república francesa.;república;nom;Política/Societat;la_republica_francesa.mp3
cat_esp_1053;CAT: La {{c1::monarquia}} espanyola.<br>ESP: La {{c2::monarquía}} española.;[sound:la_monarquia_espanyola.mp3];La monarquia espanyola.;La monarquía española.;monarquia;nom;Política/Societat;la_monarquia_espanyola.mp3
cat_esp_1054;CAT: Hi ha {{c1::eleccions}} aviat.<br>ESP: Hay {{c2::elecciones}} pronto.;[sound:hi_ha_eleccions_aviat.mp3];Hi ha eleccions aviat.;Hay elecciones pronto.;eleccions;nom (plural);Política/Societat;hi_ha_eleccions_aviat.mp3
cat_esp_1055;CAT: El teu {{c1::vot}} és secret.<br>ESP: Tu {{c2::voto}} es secreto.;[sound:el_teu_vot_es_secret.mp3];El teu vot és secret.;Tu voto es secreto.;vot;nom;Política/Societat;el_teu_vot_es_secret.mp3
cat_esp_1056;CAT: Un {{c1::partit polític}}.<br>ESP: Un {{c2::partido político}}.;[sound:un_partit_politic.mp3];Un partit polític.;Un partido político.;partit polític;nom (compost);Política/Societat;un_partit_politic.mp3
cat_esp_1057;CAT: El {{c1::president}} del govern.<br>ESP: El {{c2::presidente}} del gobierno.;[sound:el_president_del_govern.mp3];El president del govern.;El presidente del gobierno.;president;nom;Política/Rols;el_president_del_govern.mp3
cat_esp_1058;CAT: El {{c1::ministre}} d'economia.<br>ESP: El {{c2::ministro}} de economía.;[sound:el_ministre_d_economia.mp3];El ministre d'economia.;El ministro de economía.;ministre;nom;Política/Rols;el_ministre_d_economia.mp3
cat_esp_1059;CAT: El {{c1::parlament}} aprova la llei.<br>ESP: El {{c2::parlamento}} aprueba la ley.;[sound:el_parlament_aprova_la_llei.mp3];El parlament aprova la llei.;El parlamento aprueba la ley.;parlament;nom;Política/Institucions;el_parlament_aprova_la_llei.mp3
cat_esp_1060;CAT: Un {{c1::diputat}} al congrés.<br>ESP: Un {{c2::diputado}} en el congreso.;[sound:un_diputat_al_congres.mp3];Un diputat al congrés.;Un diputado en el congreso.;diputat;nom;Política/Rols;un_diputat_al_congres.mp3
cat_esp_1061;CAT: Escollir un {{c1::senador}}.<br>ESP: Elegir un {{c2::senador}}.;[sound:escollir_un_senador.mp3];Escollir un senador.;Elegir un senador.;senador;nom;Política/Rols;escollir_un_senador.mp3
cat_esp_1062;CAT: L'{{c1::alcalde}} del poble.<br>ESP: El {{c2::alcalde}} del pueblo.;[sound:l_alcalde_del_poble.mp3];L'alcalde del poble.;El alcalde del pueblo.;alcalde;nom;Política/Rols;l_alcalde_del_poble.mp3
cat_esp_1063;CAT: Anar a l'{{c1::ajuntament}}.<br>ESP: Ir al {{c2::ayuntamiento}}.;[sound:anar_a_l_ajuntament.mp3];Anar a l'ajuntament.;Ir al ayuntamiento.;ajuntament;nom;Política/Institucions;anar_a_l_ajuntament.mp3
cat_esp_1064;CAT: Un {{c1::decret}} llei.<br>ESP: Un {{c2::decreto}} ley.;[sound:un_decret_llei.mp3];Un decret llei.;Un decreto ley.;decret;nom;Normes/Política;un_decret_llei.mp3
cat_esp_1065;CAT: El {{c1::jutge}} dicta sentència.<br>ESP: El {{c2::juez}} dicta sentencia.;[sound:el_jutge_dicta_sentencia.mp3];El jutge dicta sentència.;El juez dicta sentencia.;jutge;nom;Justícia/Professions;el_jutge_dicta_sentencia.mp3
cat_esp_1066;CAT: Un {{c1::judici}} just.<br>ESP: Un {{c2::juicio}} justo.;[sound:un_judici_just.mp3];Un judici just.;Un juicio justo.;judici;nom;Justícia;un_judici_just.mp3
cat_esp_1067;CAT: El {{c1::tribunal}} suprem.<br>ESP: El {{c2::tribunal}} supremo.;[sound:el_tribunal_suprem.mp3];El tribunal suprem.;El tribunal supremo.;tribunal;nom;Justícia/Institucions;el_tribunal_suprem.mp3
