card_id;front;back;catalan;español;palabra;categoría_gramatical;categoría_de_uso;audio_file_name
cat_esp_751;CAT: No m'agrada {{c1::discutir}} per res.<br>ESP: No me gusta {{c2::discutir}} por nada.;[sound:no_m_agrada_discutir_per_res.mp3];No m'agrada discutir per res.;No me gusta discutir por nada.;discutir;verb;Comunicació/Conflicte;no_m_agrada_discutir_per_res.mp3
cat_esp_752;CAT: Et puc {{c1::suggerir}} una idea?<br>ESP: ¿Te puedo {{c2::sugerir}} una idea?;[sound:et_puc_suggerir_una_idea.mp3];Et puc suggerir una idea?;¿Te puedo sugerir una idea?;suggerir;verb;Comunicació;et_puc_suggerir_una_idea.mp3
cat_esp_753;CAT: No has de {{c1::dubtar}} de tu.<br>ESP: No debes {{c2::dudar}} de ti.;[sound:no_has_de_dubtar_de_tu.mp3];No has de dubtar de tu.;No debes dudar de ti.;dubtar;verb;Ment/Opinió;no_has_de_dubtar_de_tu.mp3
cat_esp_754;CAT: No t'oblidis d'{{c1::oblidar}}.<br>ESP: No te olvides de {{c2::olvidar}}.;[sound:no_t_oblidis_d_oblidar.mp3];No t'oblidis d'oblidar.;No te olvides de olvidar.;oblidar;verb;Ment/Memòria;no_t_oblidis_d_oblidar.mp3
cat_esp_755;CAT: Pots {{c1::triar}} el que vulguis.<br>ESP: Puedes {{c2::elegir / escoger}} lo que quieras.;[sound:pots_triar_el_que_vulguis.mp3];Pots triar el que vulguis.;Puedes elegir / escoger lo que quieras.;triar;verb;Decisions;pots_triar_el_que_vulguis.mp3
cat_esp_756;CAT: {{c1::Preferir}} el te al cafè.<br>ESP: {{c2::Preferir}} el té al café.;[sound:preferir_el_te_al_cafe.mp3];Preferir el te al cafè.;Preferir el té al café.;preferir;verb;Gustos/Decisions;preferir_el_te_al_cafe.mp3
cat_esp_757;CAT: No has d'{{c1::odiar}} ningú.<br>ESP: No debes {{c2::odiar}} a nadie.;[sound:no_has_d_odiar_ningu.mp3];No has d'odiar ningú.;No debes odiar a nadie.;odiar;verb;Emocions;no_has_d_odiar_ningu.mp3
cat_esp_758;CAT: T'{{c1::estimo}} molt.<br>ESP: Te {{c2::quiero / amo}} mucho.;[sound:t_estimo_molt.mp3];T'estimo molt.;Te quiero / amo mucho.;estimar;verb;Emocions/Relacions;t_estimo_molt.mp3
cat_esp_759;CAT: Cal {{c1::respectar}} els altres.<br>ESP: Hay que {{c2::respetar}} a los demás.;[sound:cal_respectar_els_altres.mp3];Cal respectar els altres.;Hay que respetar a los demás.;respectar;verb;Accions Socials;cal_respectar_els_altres.mp3
cat_esp_760;CAT: L'{{c1::admiro}} per la seva valentia.<br>ESP: Le {{c2::admiro}} por su valentía.;[sound:l_admiro_per_la_seva_valentia.mp3];L'admiro per la seva valentia.;Le admiro por su valentía.;admirar;verb;Emocions/Opinió;l_admiro_per_la_seva_valentia.mp3
cat_esp_761;CAT: No em pots {{c1::criticar}} així.<br>ESP: No me puedes {{c2::criticar}} así.;[sound:no_em_pots_criticar_aixi.mp3];No em pots criticar així.;No me puedes criticar así.;criticar;verb;Comunicació/Opinió;no_em_pots_criticar_aixi.mp3
cat_esp_762;CAT: Cal {{c1::defensar}} els nostres drets.<br>ESP: Hay que {{c2::defender}} nuestros derechos.;[sound:cal_defensar_els_nostres_drets.mp3];Cal defensar els nostres drets.;Hay que defender nuestros derechos.;defensar;verb;Accions/Conflicte;cal_defensar_els_nostres_drets.mp3
cat_esp_763;CAT: No cal {{c1::atacar}} sense motiu.<br>ESP: No hay que {{c2::atacar}} sin motivo.;[sound:no_cal_atacar_sense_motiu.mp3];No cal atacar sense motiu.;No hay que atacar sin motivo.;atacar;verb;Accions/Conflicte;no_cal_atacar_sense_motiu.mp3
cat_esp_764;CAT: Volen {{c1::construir}} un pont nou.<br>ESP: Quieren {{c2::construir}} un puente nuevo.;[sound:volen_construir_un_pont_nou.mp3];Volen construir un pont nou.;Quieren construir un puente nuevo.;construir;verb;Accions;volen_construir_un_pont_nou.mp3
